id,name,year,rank
114312,The Fateful Day,1995,7.3
1068664,The Third Day,2007,6.3
2465646,Saad Saal Be In Salha (Miss Iran),2007,6.3
2083320,Felicity Land,2011,6.5
6217564,5 in the Afternoon,2017,4.7
413222,The Hundred Kilo Bridegroom,1961,4.9
6207956,Blockage,2017,6.2
69206,Sadegh the Kurd,1972,6.5
111053,Safar,1996,6.3
780131,Journey to Chazzabeh,1996,6.0
1104118,Bon Voyage!,1994,5.9
283431,Kandahar,2001,6.8
79841,Journey of the Stone,1978,6.2
254744,Safar-e Jadui,1990,6.0
1111404,The Crimson Journey,2000,7.0
821803,Safir,1982,5.0
1087643,Saghi,2002,3.2
278006,Killing Mad Dogs,2001,7.7
423110,The Shores of Anticipation,1963,5.8
495753,The Sorceress,1998,5.6
1921078,Saint Petersburg,2010,6.4
399517,Prostration on Water,1998,6.9
6217112,Resident of the Middle Floor,2014,5.3
438388,From the Land of Silence,2004,6.9
78196,Made in Iran,1978,6.7
450126,Salad-e fasl,2005,5.2
7520478,Salam Bar Eshgh,2010,4.1
6834432,Hello Angels,2012,5.0
4780818,Hello Love,1974,6.3
6173830,Best of the Valiants,1968,3.3
10059236,My Second Year in College,2019,4.6
2266823,Salome,1974,4.1
1091840,Sam and Nargess,2000,4.1
72111,Samad Becomes an Actor,1974,7.1
70626,Samad Goes to the School,1973,7.0
1112742,Samad Goes to the City,1979,6.9
76656,Samad in the Way of Dragon,1977,6.9
821806,Samad Becomes Homeless,1978,6.9
73651,Samad Becomes Fortunate,1975,6.6
67703,Samad and Foolad Zereh-the ogre,1972,6.8
67704,Samad and the Carpet of Hazrat Suleman,1971,6.5
69213,Samad and Sami-Leyla and Lili,1972,6.5
11588714,Samurai in Berlin,2019,3.1
254749,Sanam,2000,6.4
2111404,Empty Chair,2008,5.4
1908556,Rock-Paper-Scissors,2007,4.0
2089789,First Stone,2010,6.0
385277,The Music Man,2007,7.5
3403120,The Sealed Secret,2013,5.1
2338207,Land of the Sun,1996,6.4
6279062,Sar-Goroohban,1972,4.7
111072,Sara,1993,6.6
6213794,Sara and Ayda,2017,4.9
808458,The Mirage,1986,6.8
6254264,Mirage,1973,3.9
12443980,All Through the Night,2020,3.8
1104120,Saray,1997,6.9
385213,Friday's Soldiers,2004,4.7
2265535,Sarboland,1995,3.6
6171324,Sarboland,2008,5.0
943481,Sardar-e jangal,1983,5.6
498249,Sargije,2007,4.2
10810730,Repression,2019,4.7
434324,Delirium,1965,5.6
7899844,Sarshakh,2009,7.5
7901882,Cypress Under Water,2018,5.7
69224,Sattar khan,1972,6.9
821808,Savalan,1989,5.4
1091842,Shadow by Shadow,1997,4.7
1087646,Saye roshan,2001,5.7
4242732,Sayeh Roshan,2013,4.3
2416560,Sayeh Vahshat,2011,6.9
1933642,Shadows of sorrow,1988,5.7
1112744,The Shadows of the Invasion,1992,6.8
6209662,Sayehay movazi,2016,4.7
320423,Tall Shadows of the Wind,1979,7.1
72117,Harmonica,1974,7.5
122240,The Compromise,1974,6.7
13607976,Tuneless Instruments,2020,5.8
3127636,Scandal,2013,3.7
5994870,Scissor,2016,4.5
7762444,Three Strangers,2017,3.5
5898098,Three Fish,2015,5.6
1111406,Three Private Detectives,1965,4.3
8269552,3 Faces,2018,7.0
1116824,Se ta jahel,1971,4.5
320430,Knucklebones,1971,6.5
1091668,Seahorses,2007,7.9
5361684,Second Take on the First Incident,2016,8.1
1911623,Sedaha,2009,5.5
3963150,The Sound of My Foot,2011,6.6
4966418,Seh Delbakhteh,1977,4.6
2085917,Three and a Half,2011,5.3
1107949,Sekke-ye shans,1970,5.6
183752,Selahattin Eyyubi,1970,4.7
1876436,Senator,1983,5.0
75192,The Custodian,1976,6.9
1935223,Being a star,2006,4.5
404415,The Stars Glitter,1960,2.1
1640700,Stars 3: Was a Star,2004,5.5
1900971,Setareh Mishavad,2006,4.9
11102282,Seven and a Half,2019,6.3
816176,Wedding Dinner,2006,4.0
379497,The Last Supper,2002,5.9
1900973,The Night,2008,5.6
6217848,Night-Outdoor,2014,4.2
2117958,Goodbye Life,2006,5.8
1118627,Shab-e berehne,2001,5.0
793572,The 29th Night,1989,6.4
1094656,Night of Foreigners,1975,6.6
6218678,The Night of the Incident,2008,5.2
293588,The Night of the Angels,1968,5.1
320449,A Party in Hell,1956,6.7
5836536,Shab-shekan,1984,4.6
2967000,Shabaane Rooz,2011,4.4
149071,Spectre of Scorpion,1987,6.7
5390400,The Network,2012,5.4
7762454,Shabash,2017,3.5
5177940,Endless Night,1999,7.1
1431314,The Longest Night,2001,7.1
311583,Night of the Hunchback,1965,7.0
877708,Shabhaye Tehran,2001,4.2
102892,The Nights of Zayandeh-Rood,1990,6.5
423166,White Nights,2003,7.7
9817018,When the Moon Was Full,2019,6.7
5793930,Shabzade,2007,6.1
6266552,Joys of Life,1976,3.9
486911,Poet of the Wastes,2005,5.5
11031792,Kingslayer,2019,3.4
3919592,The Silent King,2003,4.2
344321,The City of Tales,1972,6.9
254769,City of Mice,1986,7.3
424434,Beautiful City,2004,7.7
1155729,The Artery,1975,4.4
5657514,A Flower for the Bride,2005,3.7
433638,A Candle in the Wind,2004,5.8
320452,The Last Supper,1976,6.3
6227144,Chanél,2017,5.0
1087649,Shangoul and Mangoul,1989,4.6
7686414,Sharareh,1999,4.0
2266829,The Charlatan,2005,2.7
978709,Shame,1992,7.7
2338231,Sharte Aval,2011,3.5
318069,The Chess of the Wind,1976,7.3
96092,Maybe Some Other Time,1988,7.2
72151,Prince Ehtejab,1974,6.7
1919064,Sheida,1999,6.4
1105384,Sheikh Saleh,1973,2.7
434338,The Naughty One,1965,4.4
6038598,The Gap,2015,5.2
1155730,Hunt,1987,6.9
1190072,The Hunter,2010,6.3
399655,The Silent Hunt,1990,6.2
1933645,Invincible,1974,6.2
268634,Swimming in the Winter,1990,6.1
11697844,There Is No Evil,2020,7.2
5179252,Night Shift,2015,4.7
793574,Shifteh,2000,5.0
867426,Shilat,1984,6.1
6389336,Milk and Honey,2010,3.4
122708,The Stone Lion,1987,6.6
2504402,Shir too Shir,2012,6.5
2198774,Shir-too-shir,1972,5.2
96097,Shirak,1988,5.8
2301153,Young Lions,2000,3.2
1284587,Shirin,2008,6.7
176136,Shirin va Farhad,1934,6.4
142843,Madam Ahou's Husband,1968,6.0
11417018,Shohar-e pastorize,1971,5.0
923719,Hemlock,1999,6.7
293594,The Glory of Gallantry,1968,7.7
6219974,Flaming,2018,5.5
8967900,Soheila No. 17,2017,5.7
7881990,Passion of Love,2001,4.2
2162870,Shoorideh,2006,2.8
5479700,Cyanide,2016,5.8
1105387,Siavash,1999,3.8
207106,Siyavosh at Persepolis,1967,7.2
156901,The Apple,1998,7.2
1291142,Eve's Red Apple,1999,3.7
468871,Portrait of a Lady Far Away,2005,5.9
6188958,Cinema Is Cinema,1998,5.0
2266835,Sine-chak,1977,3.9
1134646,Red Robin,2007,7.1
7550566,The Big Circus,1992,4.6
2301165,Six and Five,2011,4.3
4080028,Thirteen,2014,6.2
1849858,Thirteen 59,2011,4.6
7512566,The Skier,2017,6.9
11770890,Skin,2020,6.6
9034180,Sly,2018,4.1
4089238,Smiling in the Rain,2011,2.5
1935232,So'oud,1988,4.6
1105388,The Morning of the Fourth Day,1972,6.4
2268557,Breakfast for two,2004,4.4
1331008,Another Morning,2006,7.9
326179,Iranian Spread,2002,7.6
2404636,Foreign Souvenir,2006,3.7
5390266,Sogoli,1970,4.4
1105389,Sohrab,1999,3.9
379511,Silence Between Two Thoughts,2003,6.7
152438,The Silence,1998,7.0
344352,Soltan,1997,5.3
293608,King of the Hearts,1968,6.9
7563924,Sometimes,2015,5.5
10888684,Son-Mother,2019,7.2
7897316,Misunderstanding,2018,4.5
7827022,Suspicion,1993,5.0
1855282,Mourning,2011,7.0
409344,Pink,2003,4.6
78299,Desiderium,1978,8.3
6275138,Sophie & the Mad,2017,5.3
96141,The Lead,1989,6.4
8522820,The Warden,2019,7.4
320504,Sorkhpustha,1979,5.9
12178152,Colchicum,2019,5.7
2085927,Final Whistle,2011,4.8
7893350,Spaghetti in 8 Minutes,2005,3.8
3696808,Special Line,2014,6.4
4163264,Sperm Whale,2015,6.3
5658296,Sperm Whale: Roya's Selection,2017,5.2
6215338,Stolen,2016,4.5
8320048,Story of my father's bike & me,2012,6.3
290298,Strangers,2000,6.7
158246,Subha-O-Sham,1971,6.5
9173924,Sunset Truck,2017,7.5
1431326,Superstar,2009,6.1
8027868,Symphony No. 9,2019,5.3
13250016,For Ever,2020,3.1
6257386,To the Last Breath,1978,2.4
8030918,Ta'assob,1975,8.0
120265,Taste of Cherry,1997,7.7
1087655,The Exiles,1991,4.3
2500526,Third Floor,2010,5.0
3676026,Sensitive Floor,2014,5.6
6213850,Searing Summer,2017,5.6
5817498,Tabestane Aziz,2009,4.0
72248,Still Life,1974,7.8
464691,Left Food Forward on the Beat,2005,6.9
4938858,Taboo,2015,5.0
2451640,Taboor,2012,5.8
70766,The Experience,1973,7.0
1094280,Tael,1985,4.8
1111954,Crossroads,2006,5.9
6227150,Taghbaz,2018,7.0
348171,Tahran macerasi,1968,6.9
3209260,Taj Mahal,2013,6.5
1094281,Tajavoz,1972,7.0
4424330,Tajrish... an unfinished story,2014,5.0
976176,Lonesome Trees,2007,6.2
793585,The Triple Bed,1972,4.8
260413,Takhti,1998,5.3
246266,Blackboards,2000,6.9
2212824,Resting Against the Wind,1978,5.0
1804642,Gold and Copper,2010,7.3
415305,White Gold,1962,4.7
371280,Crimson Gold,2003,7.5
7335748,Taleh,2005,4.6
265843,Tales of an Island,2000,5.5
9816988,Gold,2019,5.2
1091856,All the Temptations of the Earth,1989,7.2
6570972,Simulation,2017,6.7
5838502,Contact,1990,3.6
793586,Tamas-e sheytani,1992,5.1
3719560,Sweet Taste of Imagination,2014,5.2
5244918,Raspberry,2014,5.2
293630,The Dragon Gorge,1968,4.6
7897306,The Lost Strait,2018,6.5
70773,Strait,1973,6.8
9630874,Tangna,2006,4.6
72254,Tight Spot,1973,7.8
1431332,We Only Live Twice,2008,7.4
7213368,All Alone: The Messenger of Peace,2013,8.2
91545,Dust Devil,1986,6.1
344426,Taraj,1985,6.0
12993100,Taraneh,2020,6.4
1226307,Lonely Tunes of Tehran,2008,6.9
426254,The Village Songs,1964,5.8
1371723,Doubt,2009,6.0
423320,The Cobweb,1963,1.8
316729,Shrapnels in Peace,2001,6.9
11268596,Tarzan o Tarzan,2001,4.5
1856748,Pay Back,2010,3.9
2281483,The last image,1987,6.4
1948629,Tatooreh,1985,4.8
178055,Birth of a Butterfly,1997,6.7
1091857,Tavarish,1994,5.7
4359416,Taxi,2015,7.3
262213,The Legend of Love,2000,5.9
79997,Ballad of Tara,1979,7.4
8149800,Tear and Silence,2012,5.6
3422716,Tehran 2121 AD,2012,4.4
398362,Tehran 7:00 a.m.,2003,7.0
4955970,Once Upon a Time in Tehran,1999,7.5
1667121,Tehran-Tehran,2010,5.2
8152750,Tehran: City of Love,2018,7.2
1499937,Tehroun,2009,6.8
344435,The Trade,1995,3.8
2266849,Leaning on the wind,2000,4.5
96242,The Spell,1987,6.6
310212,Broken Spell,1959,3.6
8377736,Texas,2018,3.4
11027104,Texas 2,2019,4.0
2083354,The Attack on H3,1995,6.9
11222962,The Badger,2020,7.8
4008544,The Bright Day,2013,6.4
5200822,The Burnt Twigs,1977,7.6
9764972,The Crypt,2018,4.5
11555166,The Death Story of Sohrab,2017,9.0
5838908,The Descendants,2016,6.4
5192374,The Dream of Water,2016,6.5
6355328,The Elephant King,2017,5.0
2258651,The Freeway,2012,5.8
7908498,The Game: Bazi,2008,4.0
10592390,The Glass Love,2000,4.1
2339707,The Golden Collars,2012,3.0
8117974,The Hedgehogs,2010,4.7
7329128,The Hostage,1996,5.4
63137,The Invincible Six,1970,5.7
7897186,The Iranian Man,2013,7.5
4773054,The Last Fiction,2018,6.6
2627798,The Last Station,2011,4.0
1508694,The Man Who Came with the Snow,2009,6.5
1798276,The Maritime Silk Road,2011,6.0
253249,The Mix,2000,5.7
1930420,Ephemeral Marriage,2011,6.7
3757216,The Monster,2015,2.7
5216606,The Nameless Alley,2015,5.8
8102806,The Night,2020,5.8
6886734,The Story of Night,1973,7.1
2848876,The Painting Pool,2013,7.4
6282694,The Passage,1986,6.0
2420018,The Paternal House,2012,6.6
2247053,The Path Taken,2005,5.0
7429708,Pig,2018,6.1
5966242,The Pot and the Oak,2017,8.0
3898912,The Prank,1999,5.5
4246774,The President's Cell Phone,2012,4.4
2548096,The Queen,2012,6.5
11771204,The Rain Falls Where it Will,2020,5.7
7563890,The Record Is Equal To The Document,2017,4.3
6206820,The Red Trauma,2017,4.3
10488892,The Redtails,2018,3.8
7380834,The Road of Love,2017,7.1
7422294,The Road to Shahriyar,2015,4.0
7127956,The Sale,2014,5.5
4247138,The Sea and the Flying Fish,2015,6.0
1870555,The Second Wife,2007,4.9
5955756,The Secret Club,1999,4.2
11248618,The Secret of Butterflies,2019,8.0
8051714,The Sign of Angel,2012,7.3
2338337,The Sinners,2012,5.7
2433530,The Story of Davood and the Dove,2011,7.0
2247061,The Strangers,2009,3.0
2247063,The Sun Shines on All Equally,2006,6.7
2040569,The Swallows in Love,2011,4.4
7342418,The Third Wave,2009,2.4
5116818,The Twelve Seats,2012,5.0
11777056,The Undercover,2020,6.8
5032216,The Veiled Sorrow in the Depth of the Calm of the Whale,2012,6.8
3540420,The Wedlock,2014,6.2
5996442,The Wednesday,2016,6.0
2173366,The Wooden Bridge,2012,5.6
1677686,Theory PAL,2008,5.9
2970322,Thesis,2010,1.8
8465094,Thirteen Cats on the Hot Gabled Roof,2004,3.1
111425,Tick Tack,1994,6.2
12832150,Blade and Termeh,2019,4.6
344464,The Blade and the Silk,1987,5.4
1116846,Tigh-e aftab,1990,4.4
6173054,Tigh-e aftab,1973,4.0
1896849,Tigh-zan,2008,2.7
7122896,Tik,2001,3.3
13534806,Titi,2020,8.2
314789,You Are Free,2001,7.4
2669718,You and Me,2011,2.5
780164,The Bait,1992,4.2
4786028,Repentance,1972,3.0
86453,Tobeh Nosuh,1983,3.3
1116847,The Musketeer,1984,5.1
2418328,Tofigh-e Ejbari,2007,4.6
12438950,Together Again,2015,6.5
1877814,The Indian Gift,1994,4.6
7246872,Tokyo-Non-Stop,2003,4.6
318137,Sunrise,1970,6.6
5838520,Tooba,1989,4.4
382344,Storm in Our Town,1958,6.6
11771310,Tooman,2020,6.3
10786684,Top Gear,2019,3.2
123304,Topoli,1972,5.5
1914389,Turkmen,1974,4.8
9037404,Tornado 1,2019,3.5
1933669,Conspiracy,1996,5.2
4242702,Totol & Mystery Chest,2014,6.4
293661,Storm Over Petra,1968,6.6
67869,The Ring-necked Dove,1970,6.6
2268629,You That I Didn't Know,1991,6.0
3839906,Track 143,2014,7.2
5101886,Tragedy,2014,5.3
1600756,Train,1988,6.3
2575290,Train Station,2015,5.7
11564452,Tsunami,2019,5.0
7894866,Tu Mimani,2017,7.0
344497,Storm,1997,4.8
318147,Tuti,1977,5.9
6220974,Twenty Weeks,2013,5.3
2638018,Twilight,2006,5.3
6217816,Two,2015,4.6
6826434,Two Windows,2017,7.4
4273292,Under the Shadow,2016,6.9
12233592,Under the magnifying glass of God,2017,4.4
5644794,Undocument,2017,7.4
6495522,Unfinished Lights,2017,4.3
4253492,Unforgotten Positives,2004,7.8
11122430,Untimely,2020,8.9
2820908,Utopie,2014,6.8
354378,And Along Came a Spider,2003,7.7
3667338,The Time of Harvesting the Walnuts,2003,4.9
1431342,When We Are All Sleep,2009,6.7
841186,When Everybody Was Asleep,2006,6.3
845542,Vaghti ke aseman beshkafad,1976,5.1
1497629,When the Lemons Turned Yellow,2009,7.4
419243,Horror,1963,4.7
498261,Vakil-e avval,1988,5.6
386843,The Fifth Reaction,2003,5.8
5559494,Valderrama,2016,6.7
6254238,Mr. Mostafa's Mother,1976,2.4
334595,Spring Variety Show,1949,6.2
5695764,Inversion,2016,6.2
415349,Incorrigible,1962,1.6
1113831,Vasl-e nikan,1992,6.0
951341,Vasvaseh,1990,5.6
320719,Vagabond,1950,3.9
6213880,Villa Dwellers,2017,6.1
965236,Virangar,1995,2.9
1985266,No Men Allowed,2011,6.7
7033284,Waiting for Kiarostami,2017,7.2
5860270,Walking Tall,2005,4.8
6224750,Walking on String,2017,4.5
5881460,Wander About Me,2017,5.6
8748698,Wavelength,2018,6.3
11238648,We Are All Together,2019,4.2
7563942,We Are So Cool,2018,3.5
7188250,We Like You Miss Yaya,2018,2.3
11507134,Weightlessness,2019,3.5
2349630,Whatever God Wants,2010,3.6
10004396,When I Became a Butterfly,2018,5.9
5700926,Where Are My Shoes?,2016,5.9
3131732,Which Esteghlal? Which Perspolice?,2006,3.1
8442002,White Forehead 2,2018,4.2
9591766,White Forehead 3,2019,5.1
7203412,Wing Mirror,2017,4.2
8144694,Winter Dreams,2008,4.3
6580302,Wishbone,2017,8.0
1814951,Women Are Angels,2008,3.7
13075418,Women Are Angels 2,2020,3.4
8147158,Women Are Incredible,2011,3.4
11242700,Women Who Run with the Wolves,2019,6.7
2111490,Writing on the Earth,2005,6.4
5783472,Three-Eyed Ruby,1970,6.5
4971830,Yahya Didn't Keep Quiet,2015,6.3
9834492,Yalda-a Night for Forgivness,2019,6.1
1102365,Yaran,1993,4.3
4190256,The Orphanage,2016,6.0
2465620,A Simple Love Story,2012,4.6
1846445,A Cube of Sugar,2011,7.2
6051940,An Isfahani in New York,1972,4.9
1112771,Yek Esfahani dar sarzamin-e Hitler,1976,5.3
70938,A Simple Event,1974,7.3
4258446,One Step to God,2005,6.1
9690444,One Canary One Crow,2015,5.2
439889,A Little Kiss,2005,6.5
953659,A Suitcaseful of Sex,1971,5.2
407334,One Step to Death,1961,6.6
2229056,A Respectable Family,2012,6.5
6290600,A Man- a City,1971,6.2
1924454,One Millionaire and Two Have-nots,1972,4.8
432458,A Perfect Gentleman,1965,3.6
6211506,A Special Day,2017,5.2
279998,One More Day,2000,6.4
3476544,Another Day,2012,6.7
2294955,One Line of Reality,2012,5.5
470612,One Night,2005,5.8
470966,A Piece of Bread,2005,6.9
1521858,A Span of Heaven,2009,8.5
283155,Once for Ever,1993,6.1
2258513,One 2 One,2011,6.8
3718222,Someone Wants to Talk with You,2012,5.6
1856770,Principles,2011,3.9
793607,Once Upon a Time,1999,6.4
7228134,Yellow,2017,5.3
793608,Yoozpalang,1985,5.0
7525160,Yoresh,1998,4.2
293716,Joseph and Zuleika,1968,5.2
6416858,ZAR,2017,6.4
495777,Zabih,1975,6.6
1431347,Motherland,2009,5.0
5380232,Zafar,1972,5.6
10488912,Snake Venom,2019,4.0
417287,Poisonous Honey,2003,3.4
1106891,Zakhmi,1997,4.1
889236,Zaman mi-istad,2006,4.3
1155769,Zamaneh,2001,3.4
1874824,Zamani baraye doust dashtan,2008,7.5
259072,A Time for Drunken Horses,2000,7.7
417288,The Bitter Earth,1963,7.2
961170,Virgin Woman,1973,5.8
6479294,The One-night Wife,1971,2.6
484904,The Unwanted Woman,2005,5.3
1498887,Women Without Men,2009,6.3
7620732,Zanane Venusi- Mardane Merikhi,2011,3.7
122326,The Falconet,1975,6.2
1433857,Life with Closed Eyes,2010,5.5
7696006,Zane Badali,2005,4.7
12862960,Zang Hesab,2012,6.3
90364,Rings,1986,5.0
417289,Women Are Angels,1963,5.9
293717,A Woman Called Sharab,1967,5.8
5940882,Spare,2016,5.2
320787,The Strike,1964,6.7
96498,Canary Yellow,1989,5.5
2489408,Bulletproof,2012,5.2
499166,It's Winter,2006,6.7
332834,Women's Prison,2002,6.5
320788,Long Live...!,1980,6.2
11591516,Sweet Life,2009,5.5
383725,Life Is Sweet,1956,7.4
105888,And Life Goes On,1992,7.9
2334034,The Private Life of Mr. & Mrs. M,2012,5.5
11768018,Zero Day,2020,6.5
2575948,The Ugly and the Beautiful,1999,7.5
344596,The Feast,1996,5.4
2154780,Ziba,2012,5.0
2691540,Ziba and I,2012,5.0
111844,Zinat,1994,5.7
2363523,Under the Peach Tree,2007,5.8
1139144,Under the Roofs of the City,1990,6.0
