id,name,year,rank
317226,Marooned in Iraq,2002,7.4
1111335,Gomshodegan,1987,5.2
2186782,Gonah-e man,2006,4.8
4082364,The Little Sparrows,2013,5.3
780035,The Singer Cat,1991,6.4
11732158,The Black Cat,2020,7.2
9297754,A Bigger Game,2018,4.9
1091775,The Hateful Wolf,1973,6.9
414059,The Hungry Wolves,1962,5.4
101966,The Sergeant,1991,6.2
4247084,Gordaleh & Aunt Giant,2012,7.0
5217198,Temporary Licence,2017,4.9
76098,The Report,1977,7.0
123094,A Report on a Murder,1987,6.8
6257502,Gozasht-e bozorg,1967,3.3
758731,Gradually,2006,6.1
97453,Grand Cinema,1989,5.9
5077878,Guinness,2015,3.7
470781,Güzel soför,1970,6.9
2382915,The Target,1975,4.4
1125808,Hafez,2007,7.3
13331332,Hafez Why,2015,9.6
12859372,Seven S,2009,6.5
4359260,Seven Minutes to Fall,2010,5.8
7383548,The Magnificent Seven,1973,6.3
1899199,Seven Passages,1996,5.4
6211418,7 Months Pregnant,2016,5.1
343755,Haft parde,2001,5.5
495707,Wooden Pistols,1975,6.8
12993044,Voice of Silence,2014,5.3
9214764,Haghighat Gom Shodeh,2007,4.8
411082,Mr. Jabbar in Paris,1961,4.7
84044,Hajji Washington,1983,7.2
1111905,Hakim-bashi,1972,5.6
5994868,The Half,2016,8.1
3673954,Ham Nafas,2004,5.9
1104068,Hamase-ye majnoon,1994,5.4
4487240,Everything for Sale,2014,5.4
1431246,There's Always a Woman in Between,2008,5.1
7456220,Classmate,1977,6.1
7326430,Brothers in Blood,1975,5.4
821780,Hamleye kharchang-ha,1992,3.5
1320262,Hamoon and Darya,2008,6.5
99729,Hamoun,1990,8.1
3488418,Entourage,1977,6.1
1104069,Fellow Traveler,1975,6.6
109981,The Spouse,1994,6.4
1509126,Whatever You Want,2009,3.8
1576399,Harim,2009,4.8
6227164,Privacy,2017,4.5
6173368,Harlot,1974,5.6
65817,Hassan-the Bald,1970,6.9
319488,Hasan siah,1972,4.8
317633,Hashem khan,1966,4.9
343768,The Eighth Day of the Week,1973,6.0
1091777,Hashtpa,2005,3.3
6068266,Hatam Taee,1966,6.6
11393360,The Red Hatchback,2019,7.1
8116612,Hattrick,2018,5.8
10713448,Hava-Maryam-Ayesha,2019,5.9
2356894,Around the Autobahn,2011,5.3
2265341,The Desire,1975,3.5
1896755,Havoo,2006,3.6
490965,Hayat,2005,7.1
80848,The School We Went To,1980,6.8
2081259,Heartbroken,2009,5.8
826076,Heeva,1999,6.0
319492,Seventeen Days to Execution,1956,6.0
1504398,Heiran,2009,6.7
6281230,Tale of the Sea,2018,4.7
7646430,Helen,2017,5.0
5755594,Hello Mumbai: Salaam Mumbai,2016,3.9
5512702,Helmsman,2015,7.5
5008236,Hemmat,1975,3.1
7904074,Hendi & Hormoz,2018,7.8
293226,Hengameh,1968,5.1
8870036,Here My Village,2019,3.5
6221930,Here One Does Not Die,2016,5.1
2162916,The Hidden Sense,2007,4.9
821783,Hey Joe!,1988,5.5
5390056,Heydar,1971,1.7
7900486,Heyrani,2014,7.7
1720942,Hezaran zan mesle man,2001,5.0
8702938,Hezarpa,2018,5.8
1844678,Nothing,2010,6.8
2669832,No Where No Body,2013,4.7
8866866,High-Heeled,2014,4.7
7935018,Highlight,2018,4.4
6244898,Never,2016,4.8
345399,Hirsiz kiz,1968,6.9
2440036,Hush! Girls Don't Scream,2013,7.0
1102232,Hoboot,1994,4.6
439612,Verdict,2005,5.0
11328896,Hokm Ba Bazi Gardan Koloft Ha,2019,7.4
1107909,Hokm-e tir,1977,4.8
7383568,Bird of Happiness,1971,6.6
107134,The Actor,1993,6.7
426027,Hoor on Fire,1991,5.6
1116783,Hossein Kord Shabestari,1966,4.9
6217648,House of Paper,2017,4.7
978609,Identity,1987,5.4
2670642,I Feel Sleepy,2012,5.6
3724978,I Hate the Dawn,2014,6.2
3967508,I Want to Dance,2017,5.0
5568330,I am not Salvador,2016,3.7
1998244,I'm His Wife,2012,4.5
11773696,I'm Scared,2020,5.3
391233,Iki esir,1971,7.0
2121774,Iki kizgin adam,1976,6.2
5169678,Immortal,2015,8.0
6218768,In Silence,2016,5.1
6215428,This Woman Wants Her Right,2016,5.5
4731046,This Apple Is for You,2015,3.2
2772276,It's a Dream,2012,6.4
3531558,Inja Akhare Donyast,2012,3.2
1874522,Here Without Me,2011,7.9
1431252,Here-a Shining Light,2003,5.5
7791926,Internet Adventures,2005,4.6
6215368,Invasion,2017,6.3
4532596,Iran Burger,2015,4.4
206833,Iran Is My Land,1999,7.3
9414954,Here,2018,6.8
470819,Isportaci kiz,1970,6.0
6218794,Israfil,2017,5.9
1111351,Issa Is Coming,2000,5.2
5463172,Standing in the Dust,2016,6.9
333645,The Deserted Station,2002,6.7
9403944,The Atmosphere Station,2017,5.7
6215376,It Happened at Midnight,2016,5.8
6879318,Italy Italy,2017,5.3
3399118,The Southside Pickpocket,2013,5.1
1112700,Jabbar-Runaway Sergeant,1973,6.5
293289,The Golden Road to Samarkand,1968,2.6
7901824,The Old Road,2018,4.7
6213802,Take Off,2017,5.5
91086,Frosty Roads,1985,6.9
122553,Jafar Khan az farang bargashte,1985,5.8
5371616,Jafar and Golnar,1970,6.2
11766802,Dance with Me,2019,6.6
428697,Hell Under My Foot,1964,7.5
965502,The Green Hell,1995,4.7
319587,The White Hell,1968,5.8
4942400,Jahel va raghaseh,1976,2.9
13109880,Jalbab,2014,4.3
4293654,A Persian Melody,2015,6.0
495714,Jamil,1987,5.4
13569626,Jamshidieh,2019,5.2
13423436,Janan,2019,3.6
9784048,Alive,2019,6.2
2256706,Jane Bond 008: Operation Karachi,1971,7.8
343853,Battle of Oil Tankers,1994,4.9
6321224,Brawl in the Wedding,2016,2.7
978619,Janjal-e bozorg,1985,4.8
7901572,Jashne Deltangi,2018,5.0
384227,Youth,1999,4.5
11170986,Valiant,1974,6.8
6228672,Immortality,2016,6.6
1087592,Jayi baraye zendegi,2003,4.8
2268481,Somewhere Else,2004,4.6
472113,Iron Island,2005,7.1
4532684,The Colourful Island,2015,6.1
792977,The Crime,2003,5.2
107268,Pickpockets Don't Go to Heaven,1992,4.9
1832382,A Separation,2011,8.3
1914285,Friday,1977,6.5
311846,South of the City,1958,6.1
965196,Baby Dandy,1974,5.9
1724554,Crime,2011,5.0
2892230,Kader yolculari,1975,5.2
319627,Impious,1972,6.4
780052,Mirza Norooz's Shoes,1985,6.6
783833,The Squeaking Shoes,2004,6.9
317794,Unruled Paper,2002,6.8
2426476,Kaghaze Khoroos Neshan,2012,7.1
10026380,Kaj kola khan,1973,5.3
6281138,Kaka siah,1973,4.6
116738,Kakadu,1995,5.4
1107915,Kako,1971,4.8
312858,Kakoli,1990,3.1
74732,The Crow,1977,7.1
2671764,Kalagh Par,2007,3.1
6271956,Kalak Nazan Khoshgele,1976,3.2
5331184,Non-profit Police Station,2009,2.4
3541028,Kalashnikov,2014,4.8
5065166,Kaleske,2014,2.6
87530,Kamalolmolk,1984,7.4
7901786,The Truck,2018,6.3
1954574,Kandaloos Gardens,2004,6.7
319640,Beehive,1975,7.4
826089,Kani-manga,1988,6.0
1091793,The Bondwoman,1974,5.4
1514418,Karat 14,2009,6.0
11497444,Dirty Job,2018,4.6
7967312,Simple Worker Needed,2017,5.5
499335,Men at Work,2006,6.4
1155678,Karkas-ha mimirand,1981,5.0
2613288,Karnavale marg,2009,4.6
7521948,Boarding Pass,2017,6.2
97649,The Ship Angelica,1989,6.2
1426378,No One Knows About Persian Cats,2009,7.1
2390269,Katouni-ye-sefid,2008,3.8
8106708,Katyusha,2018,4.1
441876,Dead Heat Under the Shrubs,2004,6.8
371772,The Wind Carpet,2003,6.8
11142578,The Burnt Matches,2017,4.0
1982734,Checkmate,2010,2.9
9357044,Kejal,2018,6.9
93341,The Key,1987,6.9
10578092,Kelid Ezdevaj,1997,4.6
1509132,The White Meadows,2009,7.6
1417101,The Book of Law,2009,6.2
2007409,Retribution,2010,6.0
6251080,Punishment,1973,3.1
2359103,Leila's Dream,2010,4.3
319683,White Dream,2002,7.0
423868,Bitter Dream,2004,7.2
3589726,It's No Big Deal,2016,3.9
498813,Girl's Dormitory,2004,5.1
2893716,Khabhaye Donbaledar,2009,3.5
319684,Golden Dreams,1951,5.6
6486630,Asphyxia,2017,5.4
926208,The Double Lottie,1996,6.6
68800,The Soil,1973,6.7
1431261,Earthbound,2008,6.2
1847622,Khak o atash,2011,4.7
1933599,Soil and Blood,1983,5.4
154728,Khake Sar Beh Mohr,1977,6.7
6218712,Khakestar & Barf,2016,3.5
962572,Green Ashes,1994,6.3
498814,Khakestari,2001,4.3
9899840,Auntie Frog,2018,6.1
8042526,Khaltoor,2017,2.1
366671,Silence of the Sea,2003,7.3
6193812,Atoosa's Laghters,2016,3.9
830914,Khane-kharab,1975,6.2
85786,The House of Spider,1983,5.7
939885,Mr. Haghdoost's House,1980,4.8
93342,Where Is the Friend's House?,1987,8.1
107312,The Quiet Home,1993,7.1
319685,A House Built on Water,2002,6.7
1112707,Khanevade-ye sarkar Ghazanfar,1972,4.6
319686,The House of Ghamar Khanum,1972,6.0
5111754,The Girl's House,2015,5.3
2162892,Khaneye roshan,2006,7.8
1794829,The House under the Water,2010,6.2
3744092,Lady,2014,5.0
1107916,Our Small Family,1991,4.4
95439,Off-Limits,1988,6.2
6237562,Rabbit,2018,4.4
5468300,Sound and Fury,2016,6.3
6162488,Gypsy's Wrath,1969,5.2
2388691,Wrath of Eagles,1970,2.3
125817,The Suitor,1972,5.8
1086863,Courtship,1989,6.9
1284579,Sex My Life,2008,6.5
3994998,Khatere,2009,3.5
5379390,Khaterkhah,1972,4.4
1910566,Khatoon,1977,5.0
826091,Line of Fire,1993,4.0
297117,The Finish Line,1986,6.3
317822,The Red Line,1982,5.4
483703,So Close-So Far,2005,7.5
7901384,Don't Be Embarassed,2018,5.4
1972688,The Bear,2012,5.2
122130,Brick and Mirror,1965,7.5
2669686,24th Street,2009,4.0
3985970,God Is Close,2007,6.8
12100536,Goodbye Shirazi Girl,2019,6.3
1107917,Farewell to Tehran,1966,6.2
67300,Goodbye Friend,1971,7.2
4242842,The Long Farewell,2015,5.5
104606,The Jar,1992,7.0
6211580,The Good-the Bad-the Corny,2017,5.1
12856524,The Good-the Bad-the Corny two,2020,4.0
855860,Mainline,2006,6.6
11120670,Khoon shod,2020,5.9
378188,Blood and Honor,1955,6.0
10059220,Blood of God,2019,5.0
6402526,Khoros Jangi,2009,4.3
11767722,Sun Children,2020,6.6
6244938,Midnight Sun,2020,7.6
5379410,Khoshgela avazi gereftin,1974,3.2
432414,The Most Beautiful of Beauties,1965,6.2
1111915,Khoshgeltarin zan-e aalam,1971,3.6
7881284,Drought and Lie,2016,4.4
158707,Rooster,1973,6.0
2266771,Ki daste gol be ab dade?,1973,5.1
113547,Kimia,1995,6.4
6873494,Kimia,2013,4.0
116779,Bag of Rice,1996,7.0
2244949,Kissing the Moon-Like Face,2012,6.6
4634272,Redhat and the Brat,2012,6.3
1111358,Kolah Ghermezi and Sarvenaz,2002,6.5
780061,Redhat and Cousin,1995,8.1
11513874,Kolah too Kolah,2013,7.0
5685004,A Hat for Baran,2007,4.0
5819240,Cottage,2009,3.8
2268489,A Hut across the River,1971,5.2
382785,Gypsy,2003,7.2
867342,Punishment Committe,1997,7.3
1844701,National Alley,2011,8.2
1933602,Alley of Valiants,1970,6.6
1112711,The South's Shark,1978,5.5
12758660,The Slaughterhouse,2020,6.1
2794862,Koudak va fereshte,2008,6.9
266705,The Child and the Soldier,2000,7.0
7527876,Crystal,2009,2.8
5897428,Kupal,2017,5.7
9849402,The Charcoal,2019,7.3
806668,Iran: A Cinematographic Revolution,2006,7.3
194087,Scabies,1989,7.3
6209672,The Lobby,2017,8.6
11576058,Labyrinth,2019,4.5
7704884,Tortoise,1997,5.5
3719198,Lamp 100,2014,5.4
9115558,Land of a 1000 Islands,2010,8.1
123148,Langar-Gah,1989,4.9
5463510,Lantouri,2016,6.4
2617600,Fat Shaker,2013,4.0
4386296,Last Day of the Year: Akharin Rooz Sal,2012,4.6
319731,The Generous Pauper,1958,4.9
12993206,Latyan,2020,4.9
10976326,Lasagna,2018,4.0
2404461,The Past,2013,7.8
7692968,Leaf of Life,2017,6.0
9145448,Leakage,2018,6.7
74782,A Suit for Wedding,1976,7.1
116851,Leila,1997,7.6
116852,Leily Is with Me,1996,7.6
6776462,A Man of Integrity,2017,7.2
315264,7 Days in Tehran,2002,7.0
2716012,Leyli and Majnoon,1970,6.6
333788,Leyli va Majnun,1937,6.4
319742,The Pleasures of Sin,1964,5.3
7350876,Liebe auf Persisch,2018,5.9
3673948,Life Is Elsewhere,2014,5.5
7432330,Life without Life,2017,7.9
6278226,Lina,2017,8.5
4291166,Lonely in Few Minutes of Silence,2016,4.7
8798112,Loone Zanboor,2017,4.6
2265421,Looti,1971,4.8
7634654,Los Angeles/Tehran,2018,2.3
1764466,Please Don't Disturb,2010,5.8
7897348,Lottery,2018,5.8
6841602,Love and Madness,2015,1.6
4253460,Ma Khune Nistim,2009,2.8
4856674,Paradise,2015,6.1
2760020,We're All Sinner,2016,5.7
470852,We Are All Fine,2005,6.8
7907808,Reverse,2019,4.9
6258220,The Assignment,1987,6.3
102369,Mother,1990,8.5
342722,Mother,1951,7.1
1935171,My mom has fallen in love,1976,4.9
3719158,Atomic Heart Mother,2015,4.7
123160,The Mare,1986,7.2
978638,Madrak-e jorm,1985,6.2
1687248,Madreseye piremardha,1991,5.9
7901798,Sheeple,2018,7.6
1104084,Honeymoon,1976,6.2
7175328,Mah-pishooni,1971,5.9
123990,The Fish,1989,7.4
3257072,Fish & Cat,2013,7.3
3488404,The Fish Die on the Soil,1977,5.6
877349,The Fish Fall in Love,2005,6.9
7901840,Mahoora,2018,5.0
6224508,Majan,2017,5.8
9816970,Midday Event: Trace of Blood,2019,6.4
6229252,The Story of Noon,2017,6.8
793549,Majnoon,1990,5.0
1431278,Majnoone leyli,2008,4.3
134808,Divine One,1976,6.8
6047852,Malaria,2016,5.7
6217706,Untaken Paths,2017,5.1
182881,Malkoçoglu - Cem Sultan,1969,5.9
1104085,Mamal Amricayi,1975,6.4
4246742,Mom! Behrouz Hit Me,2010,5.1
4532888,I Am Diego Maradona,2015,5.7
10545476,I'm Not Crazy,2018,5.3
2161962,I Am a Mother,2012,6.5
5339894,Me and Sharmin,2017,3.5
293388,I Cried Too,1968,6.5
7156464,I Love the Earth,1994,5.8
329347,I Am Taraneh-I Am Fifteen Years Old,2002,7.1
6254280,The Man,1972,4.6
7156530,Mard-e barani,2000,4.7
7449142,A Man with Thousand Smile,1971,6.6
1933611,Eastern man-western woman,1976,5.6
250655,The Little Man,2000,6.1
934512,Men of the Dawn,1971,5.2
7383598,Furious Men,1971,5.7
1431279,The Changed Man,1998,6.0
6284558,A Man from Isfahan,1967,3.8
5857780,A Man from the South of the City,1970,7.2
780074,A Man in the Mirror,1992,6.4
4532708,The Man Who Became a Horse,2015,6.5
978640,Mardi ke moosh shod,1985,6.0
381406,The Man Who Suffers,1957,5.4
1118595,A Man Like Rain,1997,5.5
84304,Death of Yazdgerd,1982,8.4
2085866,Death Is My Profession,2011,6.0
6217766,Death of the Fish,2015,4.8
1849814,Salve,2010,6.8
416960,The Lizard,2004,8.5
77913,Requiem,1978,7.4
370938,Maryam and Mitil,1993,5.9
1116799,Border,1980,4.9
6222362,Marzieh,1995,4.3
196740,Sweet Agony,1999,6.1
4253466,Sky Track,2009,5.5
426102,Route of River,1964,5.4
9755660,A Hairy Tale,2019,6.4
319831,Slaughterhouse,1974,6.8
4892962,Mastane,2014,5.3
1105368,The Scarecrow,1984,6.7
780076,Maxx,2005,6.0
11591834,Maybe There,2013,8.6
5352912,Mazar Sharif,2015,5.1
1113809,Parental Farm,2004,6.3
5999174,Me,2016,5.3
6189264,Meeadgah-e khashm,1971,6.2
1105369,Mehdi meshki va shalvarak-e dagh,1972,3.8
6396378,Mehman,2008,4.1
405149,Mum's Guest,2004,7.2
1094263,Private Party,1987,6.4
12525588,Hotel New Moon,2019,3.9
3395294,Kami's Party,2013,4.1
177921,A Mother's Love,1998,7.0
319843,The Mandrake,1975,7.3
1933612,Mehrie Bibi,1995,5.6
5797456,Melancholia,2017,3.3
3520564,Melbourne,2014,6.4
810424,Meliksah,1969,5.4
3719550,Merajiha,2014,2.4
188054,Mercedes,1998,4.5
5938508,Mermaid,2016,6.8
9817070,Just 6.5,2019,7.9
3234130,Metropole,2014,3.4
2895764,Migren,2012,5.1
6268924,The Guest,1976,5.1
4359268,We Have a Guest,2014,5.7
344065,Mikhaham zende bemanam,1995,5.3
6137186,Meyami's Millioner,2017,4.3
1113810,M for Mother,2006,7.4
6261448,Mina & Ghoncheh,1986,5.5
1291131,Colors of Memory,2007,6.8
943457,Mirza Koochak Khan,1983,5.8
8347878,Mistress,1973,4.4
2278008,Mizak,2009,3.9
7563886,The Mobarak,2015,5.1
2265439,Resistance,1987,4.2
206947,Mogholha,1973,6.8
194169,The Immigrant,1990,6.0
364525,Mohajeran,1992,5.6
1511433,Trial on the Street,2009,5.0
1094265,The Trial,2007,3.8
319876,The Interim Husband,1971,6.4
3921314,Muhammad: The Messenger of God,2015,7.5
8037662,Mohey,2016,5.6
5007906,Mojazat,1975,2.7
309867,Dead Wave,2001,5.7
355777,The Miracle of Smile,1997,5.2
5007772,The Retribution,1973,4.2
1105370,The Encounter,1987,7.0
1847648,The Meeting,2011,6.9
442818,Meeting the Parrot,2003,3.0
1706450,The Kingdom of Solomon,2010,6.3
7802790,The Mummy 3,2000,5.9
3500130,Dying in September,2014,4.3
169574,Paper Airplanes,1997,6.7
432959,The Blond Woman of Our Town,1965,5.7
822003,Morabbaye shirin,2001,4.5
2387535,The Electrician Morad and Seven Girls,1974,5.6
1111377,Morad and Laleh,1966,5.6
9073702,August,2017,4.3
11773588,Drowning in Holy Water,2020,6.6
1102276,The Wild Duck,1992,6.6
7901408,Confiscation,2018,4.8
104919,Travellers,1992,7.4
978648,Travellers of Moonlight,1988,7.0
134828,Traveler from the South,1997,7.4
342795,Traveller of Rey,2001,5.6
12094002,The Last Stroke,2019,4.0
71859,The Traveler,1974,7.5
1118598,The Tenant,1994,5.2
6136576,Motel Ghoo,2012,2.7
293865,Born Under Libra,2000,5.6
6208138,Motherhood,2017,4.7
1109494,Motreb,1972,6.7
11296132,The Singer,2019,4.6
5737204,Hair,2016,7.3
5300476,Temporary,2015,6.8
499348,The Confrontation,2006,4.0
1933623,Be Careful of the Your Hat,1975,6.3
122178,Mozafar,1974,6.4
384356,Mozahem,2002,4.7
6291462,Mr. Abdi's Direct Negotiations,2015,3.3
4242596,Mr. Alef,2013,4.7
344083,Red Hair,1974,5.2
9839040,Murphy's Law: Ghanoone Morfi,2019,3.5
12229534,My Favorite Wife,2000,3.4
1368864,My Tehran for Sale,2009,6.3
2612226,My Tribe,2012,6.3
2168420,Toofan's Bellow,1969,5.7
11709296,Nabat,2019,5.2
2251482,Nadarha,2011,5.1
6272704,Breath,2016,7.5
1104098,Nafas-borideh,1978,7.0
364537,Deep Breath,2003,7.4
9741442,Suddenly a Tree,2019,5.0
1102282,Naghsh-e eshgh,1990,6.8
397560,Navel,2004,6.5
4636046,Nahid,2015,6.3
280198,Whispers,2000,7.1
6068388,Inadvertent,2014,6.0
5373814,The Captain,1973,4.4
122186,Captain Khorshid,1987,7.4
333978,Letters in the Wind,2002,6.5
11647154,The Alien,2020,5.2
109334,Bread and Poetry,1994,7.0
1909808,Nan va eshgh va motor 1000,2002,5.5
125429,Naneh Lala va bacheharesh,1997,8.2
97955,Pomegranate and Cane,1989,7.3
381443,The Ladder of Progress,1957,4.2
9355162,Nardoon,2016,4.4
2149053,Orange Suit,2012,4.7
6256998,Intoxicated Eye,2020,5.6
104972,Nargess,1992,6.9
1907730,Nasepas,2010,4.1
780100,The afflicted generation,1999,6.4
104974,Once Upon a Time-Cinema,1992,7.3
8107972,Wild Eglantines,2017,5.2
122188,Nazanin,1976,7.0
122189,The Curse,1973,6.8
6215588,Negar,2017,5.2
3510520,Negar's Role,2014,5.1
6693930,Mask,2005,6.1
806134,Negin,2002,4.6
7897202,Negin,2013,7.1
1151370,The Survivors,1996,6.3
100234,Close-Up,1990,8.3
5904256,Nemat Nafti,1973,6.2
2795122,Half Mine-Half Yours,2006,3.4
1371637,Neshani,2008,5.0
4080008,Neurasthenia,2014,6.9
1910586,Neynava,1983,4.6
134844,The Need,1992,6.7
1291643,Niloofar,2008,6.1
277925,The Hidden Half,2001,6.8
5796478,Profiles,2016,5.4
5244886,Nish O Zanboor,2009,4.5
847050,Half Moon,2006,7.2
11278342,No Choice,2020,5.4
6207878,No Date-No Signature,2017,7.2
11349332,No Fly Zone,2019,5.9
100267,Nobat e Asheghi,1995,6.5
7145012,Nofozi,2010,6.1
1107933,Noghre-dagh,1971,4.2
6215590,Blind Side,2016,5.3
489788,Top of the Tower,2005,4.0
5837342,Lil Pea,2009,4.7
403359,Noora (The Kiss of Life),2003,6.8
10354764,Numbness,2019,4.7
117214,A Moment of Innocence,1996,7.8
336939,O.K. Mister,1979,7.0
5216604,Obesity,2015,5.3
3402834,Oblivion Season,2014,6.6
5857788,Crossing the Minefield,1983,3.8
1118605,Escaping the Trap,1994,4.8
2671420,Octopus1: White forehead,2011,5.6
499537,Offside,2006,7.3
1899260,Horizon,1989,6.0
4242666,Eagle of the Desert,2013,4.8
943465,The Eagles,1985,5.6
7390078,A Heart for an Eye,2018,5.7
10908138,One Night in Tehran,2019,7.1
2168636,Oosta karim nokaretim,1974,3.5
1756659,The Orion,2010,6.3
2328709,The Room,2012,7.4
7897468,The Dark Room,2018,5.7
5764368,Otanazi,2001,4.7
90781,The Bus,1986,7.0
1431296,Night Bus,2007,6.8
7111402,Oxidan,2017,5.3
6136650,P22,2015,5.1
7880834,Don't Step Into My Shoes,2017,3.0
1083986,Barefoot in Paradise,2007,6.9
3257494,Paat,2013,6.0
1298590,The Reward of Silence,2007,5.9
6209808,Phenomenon,2017,6.7
6173330,Palang dar shab,1975,3.4
9770208,Polo Coat,2019,5.4
4505116,A 5 Star,2014,4.9
284966,Claws in the Dust,1997,5.4
122204,The Window,1970,6.2
1727528,Panjomin savar-e sarnevesht,1980,4.4
7897212,Paper House,2012,6.5
1910594,Par-e parvaz,2000,5.4
6819126,Paradise,2016,4.0
344186,The Little Bird Boy,2002,6.1
95822,Little Bird of Happiness,1988,6.4
428944,The Swallows Return to Their Nest,1964,5.8
193373,The Last Act,1991,7.3
2626926,Closed Curtain,2013,6.5
114092,Pari,1995,6.6
4708408,Pari Khoshgeleh,1974,3.1
4471280,A Minor Leap Down,2015,5.5
2349608,Fairy Out of Wedluck,2017,5.7
9643058,Paris to Paris,2010,5.7
5994866,Paris Tehran,2017,7.8
4198200,Fairy Child,1973,4.6
1964988,Parkway,2007,3.6
1857819,A Walk in the Fog,2010,6.7
399510,The Precipice,1994,5.4
1105375,The Party,2001,5.6
846058,Havana File,2006,5.1
3297250,Parvanegi,2011,2.9
1102299,Parvaz az ordoogah,1993,5.2
1112735,Flight in the Cage,1980,5.5
1002457,The Flight in the Night,1987,5.4
1935196,Remember the flight,1993,5.4
2426498,Flight of the Kites,2012,6.2
7271454,The Silent Flight,1999,5.0
821801,Parvaz-e panjome Juin,1989,4.9
2362062,Parviz,2012,7.2
1646220,Flags of Kaveh's Castle,2009,5.0
5704502,Pashmaloo,1976,3.4
2265489,Golden Heel,1975,4.2
9303040,Patio,2018,4.3
2058671,Passing Through the Mist,1990,6.1
11142622,Pastarioni,2018,4.8
11671996,Patal and Little Wishes,1990,5.1
2671406,Payane Dovom,2012,3.6
934543,Paygah-e jahannami,1984,4.0
1151385,Autumn,1987,6.6
2245049,Modest Reception,2012,6.7
117315,The Father,1996,7.5
5331142,The Other One's Dad,2015,6.0
2161980,The Last Step,2012,7.2
9575206,Penhan,2010,4.7
12624668,Filicide,2020,4.6
6393234,Pesar Tehrani,2009,3.0
2673126,Son of Adam Daughter of Eve,2010,4.8
4253474,Boys Are Not Born Soldier,2008,4.5
6302146,Peyman-e doosti,1967,3.6
11027072,Pig Gene,2019,4.3
11809064,Zero Floor,2019,5.5
11709306,Old Men Never Die,2019,7.5
6644190,Mixed Pizza,2011,3.5
5228172,Playing with Death,1995,6.9
1111938,The Bridge,1971,5.3
6218776,Bridge of Sleep,2016,5.6
1911615,Poopak and Mash Mashallah,2010,3.7
4242530,Banana Peel,2006,5.9
1505381,Poosteh,2009,4.3
4493272,Pope,2014,6.8
11773814,Popular,2020,5.2
2186902,Blood Orange,2011,3.5
2385179,Back and Dagger,1977,4.8
6275112,Behind the Wall of Silence,2017,5.5
6369738,There Is Nothing Behind the Door,2010,5.0
66233,The Postman,1972,6.9
1439563,Postchi se bar dar nemizanad,2009,5.4
4676508,Princess of Rome,2015,6.4
3212670,Private Life,2012,5.6
11773160,Puff Puff Pass,2020,5.9
249900,Foreign Currency,1989,5.7
434296,The Champion of Champions,1965,6.9
4052298,Qandil Mountains,2010,6.9
7762424,Quarantine,2008,4.7
277975,The Unfinished Song,2001,7.0
1922691,Youth Affair,1976,7.4
5141848,Rabidity,2016,5.3
953564,A Footstep on Sand,1988,6.8
282885,The Wolf's Trail,1993,5.5
3990782,Radio Dreams,2016,6.1
845527,The Boss,2007,3.8
2385185,Rafigh,1976,5.2
6389290,The Bad Friend,2007,6.0
5742306,Parting,2016,6.3
6209470,Subdued,2017,6.1
67649,Downpour,1972,7.4
320337,Raghaseye shahr,1970,5.5
374153,Dancing in the Dust,2003,6.9
9214720,Footwork,2017,6.3
2161944,Rahe Behesht,2012,6.3
10196142,Rahman 1400,2019,4.5
3531586,Raly Irani: Iranian Rally,2013,3.4
191043,The Color of Paradise,1999,8.2
344256,Rashid,1971,5.9
3531496,Hussein-Who Said No,2014,6.9
479147,Salvation at 8:20,2005,4.8
1142421,Ravani,1997,4.6
1097261,Unfinished Stories,2007,6.4
337081,Black Tape-A Tehran Diary-the Videotape Fariborz Kamkari Found in the Garbage,2002,6.3
290823,Secret Ballot,2001,6.6
6393474,The Secret of Taran Desert,2010,4.2
320350,The Secret of the Oleaster Tree,1972,7.2
1925494,Secrets,2005,4.1
2161934,Receiver,2012,4.1
3416480,Recovery,2013,8.0
3507558,Red Carpet,2014,4.7
6218760,Red Nail Varnish,2016,6.5
3310280,Red Rose,2014,6.1
6661850,Redhead,2017,6.1
7241928,Rejime Talaei,2012,3.4
8318376,Reversed Seven,2017,4.5
114278,Reyhaneh,1990,5.4
8448554,Reza,2018,5.6
499366,Reza haft-khat,1972,3.4
318028,Reza-the Motorcyclist,1970,6.7
6704346,Rhino Horn,2018,3.7
5471272,Risk of Acid Rain,2015,6.6
4532764,Crazy Rook,2015,6.9
877702,Rokhsareh,2002,4.7
9094134,Rona-Azim's Mother,2018,6.4
7476182,Epiphany,2017,4.6
5704874,Roobah,2014,4.4
220363,The Red Ribbon,1999,7.1
9210424,Rookery,2017,5.4
3182326,Root Canal,2013,5.5
148234,The Grand Day,1989,5.1
875003,Day of the Angel,1994,6.5
1151393,Rooz-e sheytan,1994,5.3
9005376,Orange Days,2018,6.0
6761414,Days of Life,2012,6.0
5268788,Roozi ke Khastegar Amad,1996,4.0
260332,The Day I Became a Woman,2000,7.3
7897124,Roshanak,2015,7.4
381552,Rostam va Sohrab,1957,5.8
6136616,Scandal 2,2016,2.2
2358992,Growing in the Wind,2012,6.1
382949,Report Card Day,2003,2.6
3962214,Cinema Dream,2012,6.7
1105380,The Wet Dream,2006,5.0
978695,Roya-ye nime-shab-e tabestan,1994,6.6
2266819,The Yellow Rose,2003,3.4
114310,The Blue-Veiled,1995,6.8
344283,The Prostitute,1969,6.3
11616216,Russian,2019,3.2
